date,site,precip_tot,spi,spei
1987-10-01,colosso_clust,52.88657835343761,NA,NA
1987-11-01,colosso_clust,31.55,NA,NA
1987-12-01,colosso_clust,156.36593964815995,-1.5705546237477903,-1.7285017297229135
1988-01-01,colosso_clust,281.1024872888821,-0.8423612877803662,-1.1333258310575551
1988-02-01,colosso_clust,249.7635808989975,-0.31518572642424914,-0.3932806794106075
1988-03-01,colosso_clust,182.8031295736084,-0.8378498535502377,-1.0150764677247277
1988-04-01,colosso_clust,294.8037739720616,-1.3343220589648603,-1.453000185211558
1988-05-01,colosso_clust,577.8973498718535,0.02463569175850712,-0.1801816920299734
1988-06-01,colosso_clust,210.08333333333331,0.8218473733539587,0.8675011149699979
1988-07-01,colosso_clust,127.77014037870298,1.0866870999271099,1.175446775127145
1988-08-01,colosso_clust,80.28440698013459,-0.4944633152411321,-0.528582849907068
1988-09-01,colosso_clust,100.30116684874832,-0.6458417913804816,-0.6982282270142339
1988-10-01,colosso_clust,272.4492771039086,0.4402369163616426,0.3486273726439633
1988-11-01,colosso_clust,429.9536786875584,1.687124394044222,1.7044710200147093
1988-12-01,colosso_clust,423.2649595430827,2.147104293240444,2.028689538853985
1989-01-01,colosso_clust,197.12540010833263,1.458035862207641,1.4362418050909183
1989-02-01,colosso_clust,281.26419066427667,0.5234309774380336,0.6405613726248173
1989-03-01,colosso_clust,359.9282927211686,-0.3307418071978621,-0.29907279522421265
1989-04-01,colosso_clust,376.6337977375593,0.10441397660059948,0.10860878761586895
1989-05-01,colosso_clust,589.2660010239829,1.1618094703268662,1.1985719511069344
1989-06-01,colosso_clust,243.6245093993879,1.2689623723174275,1.3360658072932163
1989-07-01,colosso_clust,156.30083511526217,1.3605423784622168,1.4720340162529735
1989-08-01,colosso_clust,75.36267025812677,-0.03323967813057051,-0.1287959006230168
1989-09-01,colosso_clust,70.34320301886476,-0.7140353985976823,-0.8710491113575383
1989-10-01,colosso_clust,179.33623142661236,-0.4702958517311209,-0.744676674353255
1989-11-01,colosso_clust,196.5730658332003,0.07247417338362253,-0.04851965494260321
1989-12-01,colosso_clust,160.16105661289754,0.11129111406750274,0.11871883309500791
1990-01-01,colosso_clust,229.7385415529014,-0.31440498822055385,-0.24273471343648115
1990-02-01,colosso_clust,238.2356921463256,-0.6275883289016966,-0.5567681748327079
1990-03-01,colosso_clust,376.15002495378087,-0.31557312108644575,-0.22201225038740147
1990-04-01,colosso_clust,450.32701395018285,0.29105893827520773,0.35216736439689433
1990-05-01,colosso_clust,329.9795112674135,0.4687033814118481,0.368490184764422
1990-06-01,colosso_clust,146.7919519046027,0.17899380234517287,0.02445152243955171
1990-07-01,colosso_clust,249.6679153482586,0.20457102995926751,0.09803838769188002
1990-08-01,colosso_clust,160.46959219758125,0.5422450069338577,0.6010485094701327
1990-09-01,colosso_clust,114.3325992351794,0.840265797425125,0.9260254536417392
1990-10-01,colosso_clust,76.42759960829653,-0.2550761251436563,-0.3742630914531294
1990-11-01,colosso_clust,187.82365566957003,-0.3105074623017426,-0.5257046700965481
1990-12-01,colosso_clust,322.92195274221723,0.3288438175298101,0.21707554647414837
1991-01-01,colosso_clust,266.9146372533384,0.506466819188112,0.5408465852774234
1991-02-01,colosso_clust,195.17462723776205,0.08476028842100387,0.16059062788644962
1991-03-01,colosso_clust,455.92367152761994,-0.028084848970949913,0.10830136097222602
1991-04-01,colosso_clust,312.8760638516178,-0.138249555255726,-0.12706421459890269
1991-05-01,colosso_clust,326.30490864223856,0.1889355879175237,0.13439956032095887
1991-06-01,colosso_clust,147.9048742044183,-0.4604427828027923,-0.5601290007332101
1991-07-01,colosso_clust,206.9118307600526,-0.047756033177899476,-0.10810946342474544
1991-08-01,colosso_clust,139.7645288857872,0.06859996512286692,0.15644067220279959
1991-09-01,colosso_clust,90.93641983716049,0.2962610347146628,0.5718148989451294
1991-10-01,colosso_clust,132.62218648734677,-0.17846217291799324,-0.021525575131527024
1991-11-01,colosso_clust,69.64821719828147,-0.9049373181957552,-0.8953950111376985
1991-12-01,colosso_clust,125.9825286171335,-0.9696144299601157,-0.9590729233882175
1992-01-01,colosso_clust,138.20932440099006,-1.6509941139931417,-1.5992995053415011
1992-02-01,colosso_clust,234.5028289766191,-1.264523063508918,-1.299921957891303
1992-03-01,colosso_clust,277.7178610539517,-1.1621994513024347,-1.1981114003423396
1992-04-01,colosso_clust,168.39388363737183,-1.6019716947434075,-1.5581523005485662
1992-05-01,colosso_clust,105.67927182570358,-2.838987797490796,-2.0995131023894786
1992-06-01,colosso_clust,74.86418016907992,-3.1925747050694833,-2.27658974213099
1992-07-01,colosso_clust,110.825585801214,-2.7326916027976265,-2.092606638227186
1992-08-01,colosso_clust,177.4649819276612,-0.9900630561207873,-0.9066468324976455
1992-09-01,colosso_clust,54.25817220130007,-0.3644879725530734,-0.04135448825701186
1992-10-01,colosso_clust,81.06295806256115,-0.558852474727892,-0.18567001141968706
1992-11-01,colosso_clust,79.44536792658606,-1.5181588077653003,-1.0437317697350048
1992-12-01,colosso_clust,241.44789875051242,-0.5207442850591051,-0.22110660033535778
1993-01-01,colosso_clust,404.94968240470735,0.2878341057389751,0.5094890257084036
1993-02-01,colosso_clust,320.2113848995257,0.7230179924611788,0.9412119792945679
1993-03-01,colosso_clust,337.6193002823049,0.4731216947290041,0.6637454577081187
1993-04-01,colosso_clust,251.2839884875085,-0.3931361640769021,-0.26953188132659167
1993-05-01,colosso_clust,234.70766838557344,-1.1647815063681488,-1.0907861005601829
