date,precip,temp_mean,temp_max,temp_min,sun_time,piche_evap,rh,wind_speed
1985-01-01,0,26.52,32.12024659312135,23.22235649546828,4.4,1.6,NA,1.1
1985-01-02,8.4,25.58,32.12024659312135,23.22235649546828,1.2,1.1,NA,0.766667
1985-01-03,22.2,26.68,32.12024659312135,23.22235649546828,4.1,1.1,NA,1.166667
1985-01-04,1.3,26.86,32.12024659312135,23.22235649546828,3.4,1.8,NA,1.1
1985-01-05,0,28.48,32.12024659312135,23.22235649546828,9.5,2.9,NA,1.1
1985-01-06,1.2,26.58,32.12024659312135,23.22235649546828,5.6,4.2,NA,1.1
1985-01-07,0,26.46,32.12024659312135,23.22235649546828,9.8,2,NA,2.933333
1985-01-08,1.1,24.4,32.12024659312135,23.22235649546828,0,3.2,NA,0
1985-01-09,28.8,24.38,32.12024659312135,23.22235649546828,0.3,0.1,NA,0.433333
1985-01-10,22.5,25.54,32.12024659312135,23.22235649546828,2.9,1.2,NA,2.033333
1985-01-11,7,25.42,32.12024659312135,23.22235649546828,0,1.5,NA,1.066667
1985-01-12,0,26.4,32.12024659312135,23.22235649546828,4.5,1,NA,0.766667
1985-01-13,0,26.72,32.12024659312135,23.22235649546828,1.1,2.3,NA,1.866667
1985-01-14,7.1,24.02,32.12024659312135,23.22235649546828,0,1.3,NA,1.533333
1985-01-15,28.4,24.98,32.12024659312135,23.22235649546828,0,1.5,NA,1.533333
1985-01-16,49.4,24.8,32.12024659312135,23.22235649546828,0,0.7,NA,0.833333
1985-01-17,2.8,26.72,32.12024659312135,23.22235649546828,3.6,0.8,NA,0.833333
1985-01-18,1.3,26.04,32.12024659312135,23.22235649546828,2.7,2.2,NA,0.7
1985-01-19,15.5,25.76,32.12024659312135,23.22235649546828,0.8,2,NA,1.766667
1985-01-20,18.2,24.9,32.12024659312135,23.22235649546828,0.7,0,NA,0.766667
1985-01-21,15.2,24.96,32.12024659312135,23.22235649546828,0,0.8,NA,1
1985-01-22,0.1,24.68,32.12024659312135,23.22235649546828,0,0.8,NA,1.066667
1985-01-23,3.7,25.56,32.12024659312135,23.22235649546828,0,1.1,NA,2.133333
1985-01-24,0,26.8,32.12024659312135,23.22235649546828,7.2,1.3,NA,1.866667
1985-01-25,0,27.82,32.12024659312135,23.22235649546828,10.7,3.7,NA,2.1
1985-01-26,0,27.1,32.12024659312135,23.22235649546828,6.3,4.5,NA,0.833333
1985-01-27,0,27.84,32.12024659312135,23.22235649546828,6.4,4.5,NA,0.766667
1985-01-28,0,27.04,32.12024659312135,23.22235649546828,6.8,4.5,NA,1.766667
1985-01-29,19.5,25.62,32.12024659312135,23.22235649546828,2.5,3.5,NA,0
1985-01-30,16,26.74,32.12024659312135,23.22235649546828,3.3,1.7,NA,2.966667
1985-01-31,0,28.16,32.12024659312135,23.22235649546828,8.8,3.3,NA,1.2
1985-02-01,0,27.06,32.12024659312135,23.22235649546828,1.8,4,NA,0.966667
1985-02-02,0,25.98,32.12024659312135,23.22235649546828,1,3,NA,2.8
1985-02-03,44.4,23.42,32.12024659312135,23.22235649546828,0,1.5,NA,0.766667
1985-02-04,4.3,24.5,32.12024659312135,23.22235649546828,1.8,1.2,NA,1.866667
1985-02-05,12,25.26,32.12024659312135,23.22235649546828,0.8,1.8,NA,2.6
1985-02-06,2.7,25,32.12024659312135,23.22235649546828,4.2,1.7,NA,0.866667
1985-02-07,0,26.06,32.12024659312135,23.22235649546828,7.7,1.6,NA,1.8
1985-02-08,31.9,25.24,32.12024659312135,23.22235649546828,1.5,2.1,NA,0
1985-02-09,6.4,23.74,32.12024659312135,23.22235649546828,0.6,1.1,NA,0
1985-02-10,34.4,25.94,32.12024659312135,23.22235649546828,6.8,1,NA,0
1985-02-11,0.8,26.72,32.12024659312135,23.22235649546828,8.4,2.5,NA,1.166667
1985-02-12,0,27.2,32.12024659312135,23.22235649546828,6.5,3.3,NA,0.866667
1985-02-13,10.4,25.88,32.12024659312135,23.22235649546828,6.6,2.7,NA,2.033333
1985-02-14,6.6,25.56,32.12024659312135,23.22235649546828,1.9,3.2,NA,1.1
1985-02-15,12.2,26.32,32.12024659312135,23.22235649546828,5.2,2,NA,1.033333
1985-02-16,7.4,26.36,32.12024659312135,23.22235649546828,5.6,2.6,NA,1.533333
1985-02-17,0.6,26.96,32.12024659312135,23.22235649546828,1,2.9,NA,1
1985-02-18,6.6,27.64,32.12024659312135,23.22235649546828,3,2.3,NA,1.1
1985-02-19,0.4,27.62,32.12024659312135,23.22235649546828,1.1,2.7,NA,2.133333
1985-02-20,1.4,25.62,32.12024659312135,23.22235649546828,0,3.5,NA,1.5
1985-02-21,10.8,25.74,32.12024659312135,23.22235649546828,1.8,0.8,NA,0.7
1985-02-22,9.9,26.08,32.12024659312135,23.22235649546828,1.6,1.6,NA,0.866667
1985-02-23,44.8,24.42,32.12024659312135,23.22235649546828,0,1.1,NA,0.766667
1985-02-24,22.6,27.24,32.12024659312135,23.22235649546828,4.8,1,NA,0.766667
1985-02-25,24,27.96,32.12024659312135,23.22235649546828,6.4,2.3,NA,1.766667
1985-02-26,10.4,24.6,32.12024659312135,23.22235649546828,0,3.2,NA,1.866667
1985-02-27,2.7,25.44,32.12024659312135,23.22235649546828,2.4,0.8,NA,2.4
1985-02-28,10.4,24.76,32.12024659312135,23.22235649546828,0.9,0.8,NA,0.533333
1985-03-01,16.2,25.7,32.12024659312135,23.22235649546828,4.3,1.4,NA,1.366667
1985-03-02,0,25.48,32.12024659312135,23.22235649546828,3.3,2.4,NA,2.1
1985-03-03,0,26.58,32.12024659312135,23.22235649546828,2.4,1.8,NA,1.733333
1985-03-04,4.4,26.38,32.12024659312135,23.22235649546828,1.9,1.6,NA,1.6
1985-03-05,11.8,25.24,32.12024659312135,23.22235649546828,0.4,1.2,NA,2.433333
1985-03-06,8.6,25.26,32.12024659312135,23.22235649546828,1.6,0.7,NA,0.866667
1985-03-07,15,25.8,32.12024659312135,23.22235649546828,0.8,1.4,NA,1.933333
1985-03-08,4.4,25.76,32.12024659312135,23.22235649546828,0,1.7,NA,1.9
1985-03-09,0.2,26.18,32.12024659312135,23.22235649546828,0.9,0,NA,0.766667
1985-03-10,2,24.12,32.12024659312135,23.22235649546828,0,1.8,NA,0
1985-03-11,35.6,25.44,32.12024659312135,23.22235649546828,1.5,0.5,NA,1.666667
1985-03-12,0,25.66,32.12024659312135,23.22235649546828,2.1,1.5,NA,2.2
