date,precip,temp_mean,temp_max,temp_min,sun_time,piche_evap,rh,wind_speed
1985-03-13,2.2,26.76,32.12024659312135,23.22235649546828,5.4,2,NA,1.7
1985-03-14,7,26.8,32.12024659312135,23.22235649546828,1.8,2,NA,1.866667
1985-03-15,7.3,26.88,32.12024659312135,23.22235649546828,3.8,2.3,NA,1.433333
1985-03-16,0.2,27.02,32.12024659312135,23.22235649546828,1.2,2.2,NA,1.866667
1985-03-17,2.2,24.66,32.12024659312135,23.22235649546828,0,1.8,NA,3.233333
1985-03-18,26.4,26.02,32.12024659312135,23.22235649546828,3.2,0.5,NA,2.166667
1985-03-19,0,27.1,32.12024659312135,23.22235649546828,3.1,2.5,NA,2.566667
1985-03-20,0,28.06,32.12024659312135,23.22235649546828,5.3,3.2,NA,2.2
1985-03-21,87.2,24.86,32.12024659312135,23.22235649546828,0,3.2,NA,0.833333
1985-03-22,1.2,26.62,32.12024659312135,23.22235649546828,1.3,1,NA,2.133333
1985-03-23,0,28,32.12024659312135,23.22235649546828,5.8,2.6,NA,2.366667
1985-03-24,0,27.32,32.12024659312135,23.22235649546828,8.3,3,NA,2.8
1985-03-25,0,26.3,32.12024659312135,23.22235649546828,3.2,3.2,NA,1.1
1985-03-26,21.4,26.02,32.12024659312135,23.22235649546828,0,1.6,NA,2.133333
1985-03-27,0,26.44,32.12024659312135,23.22235649546828,5.9,1.9,NA,1.1
1985-03-28,10.5,28.62,32.12024659312135,23.22235649546828,7.3,2,NA,0.7
1985-03-29,0,28.18,32.12024659312135,23.22235649546828,4.6,4.5,NA,1.433333
1985-03-30,2.7,25.18,32.12024659312135,23.22235649546828,0.4,3.3,NA,0
1985-03-31,14.4,26.02,32.12024659312135,23.22235649546828,1.2,0.4,NA,0
1985-04-01,13.6,27.46,32.12024659312135,23.22235649546828,2.7,1.5,NA,1.266667
1985-04-02,1.3,26.48,32.12024659312135,23.22235649546828,0.4,2.3,NA,2.5
1985-04-03,0,25.74,32.12024659312135,23.22235649546828,1.4,1.6,NA,1.533333
1985-04-04,3.6,26.98,32.12024659312135,23.22235649546828,8.6,2,NA,2.766667
1985-04-05,0,26.64,32.12024659312135,23.22235649546828,4.9,3.8,NA,2.4
1985-04-06,3.3,28.44,32.12024659312135,23.22235649546828,6.1,2.6,NA,2.633333
1985-04-07,0,28.38,32.12024659312135,23.22235649546828,9.6,4,NA,1
1985-04-08,0,27.66,32.12024659312135,23.22235649546828,6.3,3.8,NA,2.1
1985-04-09,0,28.34,32.12024659312135,23.22235649546828,8.5,2.7,NA,1.966667
1985-04-10,0,28.76,32.12024659312135,23.22235649546828,8.8,4.3,NA,1.1
1985-04-11,0,28.44,32.12024659312135,23.22235649546828,5.6,5,NA,2.166667
1985-04-12,25,24.92,32.12024659312135,23.22235649546828,0,4.4,NA,1.633333
1985-04-13,0,26.46,32.12024659312135,23.22235649546828,3.2,1.4,NA,1.1
1985-04-14,0.2,28.9,32.12024659312135,23.22235649546828,10,2.5,NA,1.933333
1985-04-15,0,28.2,32.12024659312135,23.22235649546828,9.9,4.5,NA,1.9
1985-04-16,0,28.1,32.12024659312135,23.22235649546828,6,5,NA,2.966667
1985-04-17,0,26.5,32.12024659312135,23.22235649546828,6.4,4.7,NA,3.633333
1985-04-18,5,27.3,32.12024659312135,23.22235649546828,5.8,2.5,NA,2.233333
1985-04-19,2.4,28,32.12024659312135,23.22235649546828,5.7,2.8,NA,2.066667
1985-04-20,21,25.88,32.12024659312135,23.22235649546828,0.1,3.2,NA,1.1
1985-04-21,3,26.2,32.12024659312135,23.22235649546828,2.9,0.8,NA,0
1985-04-22,0,26.08,32.12024659312135,23.22235649546828,2.1,2,NA,1.933333
1985-04-23,6.8,27.34,32.12024659312135,23.22235649546828,8.3,1.5,NA,2.133333
1985-04-24,0,26.5,32.12024659312135,23.22235649546828,8.6,3,NA,2.166667
1985-04-25,2.6,25.76,32.12024659312135,23.22235649546828,1,2.8,NA,2.2
1985-04-26,20.2,23.36,32.12024659312135,23.22235649546828,0,1.8,NA,0.533333
1985-04-27,23.2,24.74,32.12024659312135,23.22235649546828,3,0.4,NA,1.533333
1985-04-28,0,27.06,32.12024659312135,23.22235649546828,5,2,NA,0.766667
1985-04-29,0.8,25.64,32.12024659312135,23.22235649546828,0,2.2,NA,1.366667
1985-04-30,13.3,25.34,32.12024659312135,23.22235649546828,2.3,0.8,NA,1.1
1985-05-01,3.8,26,32.12024659312135,23.22235649546828,4,2,NA,0
1985-05-02,15.1,26.7,32.12024659312135,23.22235649546828,4.9,1.5,NA,0.533333
1985-05-03,0,24.62,32.12024659312135,23.22235649546828,3.5,2.3,NA,2.833333
1985-05-04,22.7,25.92,32.12024659312135,23.22235649546828,1.9,1.8,NA,0
1985-05-05,0,27.4,32.12024659312135,23.22235649546828,4.8,1.6,NA,0.766667
1985-05-06,6.8,25.36,32.12024659312135,23.22235649546828,3.9,2,NA,1.366667
1985-05-07,46.6,26.5,32.12024659312135,23.22235649546828,6.5,1.6,NA,1.333333
1985-05-08,0,26.38,32.12024659312135,23.22235649546828,2.7,2.5,NA,0.433333
1985-05-09,9.2,26,32.12024659312135,23.22235649546828,4.1,2,NA,2.133333
1985-05-10,0.6,24.88,32.12024659312135,23.22235649546828,0.7,1,NA,1.466667
1985-05-11,40.6,25.82,32.12024659312135,23.22235649546828,3.6,0.7,NA,1.533333
1985-05-12,50,23.3,32.12024659312135,23.22235649546828,0,2.1,NA,0
1985-05-13,28,25.92,32.12024659312135,23.22235649546828,8.3,0.4,NA,1.366667
1985-05-14,0,26.82,32.12024659312135,23.22235649546828,8.5,2.3,NA,2.433333
1985-05-15,0,26,32.12024659312135,23.22235649546828,4.2,2.8,NA,0.866667
1985-05-16,0.6,25.76,32.12024659312135,23.22235649546828,4.2,2.1,NA,2.533333
1985-05-17,0.2,26.04,32.12024659312135,23.22235649546828,0.7,1.8,NA,1.233333
1985-05-18,9.2,27.02,32.12024659312135,23.22235649546828,9.2,1.3,NA,0.833333
1985-05-19,2.2,25.5,32.12024659312135,23.22235649546828,2.5,3,NA,0.766667
1985-05-20,1,24.14,32.12024659312135,23.22235649546828,0,0.9,NA,1.066667
1985-05-21,70.5,26.54,32.12024659312135,23.22235649546828,7.7,0.3,NA,2.6
1985-05-22,0,26.62,32.12024659312135,23.22235649546828,8.9,2.9,NA,1.766667
1985-05-23,0,24.4,32.12024659312135,23.22235649546828,0.5,2.6,NA,1.766667
1985-05-24,9.2,25.98,32.12024659312135,23.22235649546828,9.5,1,NA,0.666667
1985-05-25,3,26.24,32.12024659312135,23.22235649546828,4.3,3,NA,1.1
1985-05-26,3,26.82,32.12024659312135,23.22235649546828,6,1.4,NA,0.766667
1985-05-27,8.8,26.34,32.12024659312135,23.22235649546828,7.6,1.6,NA,2.366667
1985-05-28,0.4,26.74,32.12024659312135,23.22235649546828,4,2.5,NA,1
1985-05-29,0,26.1,32.12024659312135,23.22235649546828,3.6,1.8,NA,1.533333
1985-05-30,2.5,26.22,32.12024659312135,23.22235649546828,1.3,1.7,NA,1.1
1985-05-31,12.4,27.02,32.12024659312135,23.22235649546828,4.6,1,NA,2.866667
1985-06-01,0,27.5,32.12024659312135,23.22235649546828,8.2,3,NA,0.766667
1985-06-02,0,27.14,32.12024659312135,23.22235649546828,6.2,3,NA,1.1
1985-06-03,0,26.74,32.12024659312135,23.22235649546828,6.5,2,NA,0.666667
1985-06-04,0,26.22,32.12024659312135,23.22235649546828,5.4,2.1,NA,1.033333
1985-06-05,5.2,25.8,32.12024659312135,23.22235649546828,2.4,1.9,NA,1.7
1985-06-06,5.4,25.66,32.12024659312135,23.22235649546828,2,1.6,NA,1.7
1985-06-07,1,25.26,32.12024659312135,23.22235649546828,1.1,2.1,NA,0
1985-06-08,49.7,23.54,32.12024659312135,23.22235649546828,0,1,NA,3.033333
1985-06-09,3.1,24.14,32.12024659312135,23.22235649546828,6.6,2.1,NA,2.666667
1985-06-10,0,23.78,32.12024659312135,23.22235649546828,9.1,4,NA,2.633333
1985-06-11,0,24.66,32.12024659312135,23.22235649546828,2.1,4.1,NA,2
1985-06-12,0,25.18,32.12024659312135,23.22235649546828,6.3,3.1,NA,1.2
1985-06-13,0,24.82,32.12024659312135,23.22235649546828,2.8,3,NA,2
1985-06-14,8,24.7,32.12024659312135,23.22235649546828,2.2,1.9,NA,1.166667
1985-06-15,5.5,24.96,32.12024659312135,23.22235649546828,4.9,1.4,NA,1.933333
1985-06-16,12,26.1,32.12024659312135,23.22235649546828,10.6,1,NA,1.1
1985-06-17,0,26.16,32.12024659312135,23.22235649546828,2.1,2.8,NA,0.433333
1985-06-18,29,25.76,32.12024659312135,23.22235649546828,6.5,2.1,NA,1.7
1985-06-19,18.8,25.04,32.12024659312135,23.22235649546828,2,2.5,NA,1.066667
1985-06-20,0,26.06,32.12024659312135,23.22235649546828,7,1.4,NA,1.533333
1985-06-21,13.2,27.28,32.12024659312135,23.22235649546828,7.3,2.4,NA,2.733333
1985-06-22,0,26.92,32.12024659312135,23.22235649546828,9.1,3.4,NA,2.433333
1985-06-23,0,26.42,32.12024659312135,23.22235649546828,5.7,3.7,NA,1.366667
1985-06-24,0,25.98,32.12024659312135,23.22235649546828,2.9,3.9,NA,1.366667
1985-06-25,0,26.5,32.12024659312135,23.22235649546828,9.2,2.1,NA,2.5
1985-06-26,0,27.32,32.12024659312135,23.22235649546828,10.6,5.2,NA,3
1985-06-27,0,27,32.12024659312135,23.22235649546828,3.8,4.9,NA,1.6
1985-06-28,0,26.86,32.12024659312135,23.22235649546828,0.3,3.2,NA,1.533333
1985-06-29,0,25.64,32.12024659312135,23.22235649546828,6.3,1.2,NA,1.333333
1985-06-30,0,25.1,32.12024659312135,23.22235649546828,7.9,2.4,NA,1.666667
1985-07-01,0,26.26,32.12024659312135,23.22235649546828,8,2.4,NA,1.366667
1985-07-02,1.2,26.28,32.12024659312135,23.22235649546828,6.3,3.2,NA,2.533333
1985-07-03,0,27.04,32.12024659312135,23.22235649546828,10.4,2.8,NA,2.733333
1985-07-04,0,26.98,32.12024659312135,23.22235649546828,8.5,3.9,NA,1.966667
1985-07-05,0,27.14,32.12024659312135,23.22235649546828,10.3,4,NA,1.866667
1985-07-06,0,27.28,32.12024659312135,23.22235649546828,6.7,4,NA,4.2
1985-07-07,8.9,25.62,32.12024659312135,23.22235649546828,8.1,2.8,NA,2.433333
1985-07-08,11.2,25.62,32.12024659312135,23.22235649546828,5.3,2.2,NA,0.766667
1985-07-09,0,25.74,32.12024659312135,23.22235649546828,7.2,1.5,NA,1.633333
1985-07-10,2.6,26.38,32.12024659312135,23.22235649546828,6.5,1.8,NA,1.633333
1985-07-11,16.8,27,32.12024659312135,23.22235649546828,9,2.7,NA,1.766667
1985-07-12,5.8,24.4,32.12024659312135,23.22235649546828,0.2,2.4,NA,1.766667
1985-07-13,0.6,24.2,32.12024659312135,23.22235649546828,1.5,1.4,NA,0.533333
1985-07-14,14.2,24.66,32.12024659312135,23.22235649546828,2.1,0.6,NA,0
1985-07-15,21.8,25.1,32.12024659312135,23.22235649546828,4.9,1.1,NA,0.766667
1985-07-16,2.2,24.64,32.12024659312135,23.22235649546828,4.3,1.5,NA,1.6
1985-07-17,0,24.44,32.12024659312135,23.22235649546828,6.5,1,NA,1.666667
1985-07-18,0,24.36,32.12024659312135,23.22235649546828,1.1,2,NA,0
1985-07-19,0.6,25.16,32.12024659312135,23.22235649546828,2.5,1,NA,1
1985-07-20,1,26.18,32.12024659312135,23.22235649546828,7.2,2,NA,1.533333
1985-07-21,0,27.14,32.12024659312135,23.22235649546828,6.5,3.2,NA,1.666667
1985-07-22,0,25.2,32.12024659312135,23.22235649546828,1.3,3.4,NA,1.766667
1985-07-23,10,26.1,32.12024659312135,23.22235649546828,5.2,1.9,NA,2.3
1985-07-24,0,26.94,32.12024659312135,23.22235649546828,6.7,2.3,NA,1.3
1985-07-25,0,25.88,32.12024659312135,23.22235649546828,4.8,3.5,NA,2.633333
1985-07-26,0,25.74,32.12024659312135,23.22235649546828,3.3,3,NA,0.533333
1985-07-27,6.5,25.52,32.12024659312135,23.22235649546828,3.6,2.2,NA,2.3
1985-07-28,0,27.14,32.12024659312135,23.22235649546828,10.6,1.5,NA,1
1985-07-29,0,28.34,32.12024659312135,23.22235649546828,10.5,5,NA,2.8
1985-07-30,0,27.26,32.12024659312135,23.22235649546828,8.7,5,NA,1.766667
1985-07-31,0,27.66,32.12024659312135,23.22235649546828,10.6,4.4,NA,2.466667
1985-08-01,0,27.06,32.12024659312135,23.22235649546828,10,4.6,NA,1.433333
1985-08-02,0,27.86,32.12024659312135,23.22235649546828,9.7,5,NA,2.2
1985-08-03,0,27.94,32.12024659312135,23.22235649546828,10.1,4.2,NA,1.366667
1985-08-04,0,26.72,32.12024659312135,23.22235649546828,6.3,4.4,NA,2.1
1985-08-05,0,26.32,32.12024659312135,23.22235649546828,10.2,3,NA,0.866667
1985-08-06,0,26.4,32.12024659312135,23.22235649546828,9.6,4,NA,1.533333
1985-08-07,0,26.94,32.12024659312135,23.22235649546828,5.1,5,NA,1.933333
1985-08-08,0,26.8,32.12024659312135,23.22235649546828,8.3,3.5,NA,0.833333
1985-08-09,0,26.86,32.12024659312135,23.22235649546828,6.9,3.5,NA,1.1
1985-08-10,0,25.72,32.12024659312135,23.22235649546828,2.8,3.3,NA,1.766667
1985-08-11,6.1,25.7,32.12024659312135,23.22235649546828,5,1.2,NA,1.6
1985-08-12,4.6,24.58,32.12024659312135,23.22235649546828,0,1.5,NA,1.533333
1985-08-13,1.2,24.98,32.12024659312135,23.22235649546828,0.9,1.5,NA,1.966667
1985-08-14,2.2,26.06,32.12024659312135,23.22235649546828,7.3,2,NA,1
1985-08-15,0,27.44,32.12024659312135,23.22235649546828,10.8,3.1,NA,2.433333
1985-08-16,0,27.22,32.12024659312135,23.22235649546828,6.5,3.9,NA,1.333333
1985-08-17,1.3,26.86,32.12024659312135,23.22235649546828,7.4,2.9,NA,1.766667
1985-08-18,0,27.34,32.12024659312135,23.22235649546828,9.7,3.4,NA,2.033333
1985-08-19,0,28.02,32.12024659312135,23.22235649546828,9.6,4.7,NA,1.7
1985-08-20,0,27.72,32.12024659312135,23.22235649546828,6.2,5.5,NA,2.333333
1985-08-21,0,26.16,32.12024659312135,23.22235649546828,6.3,5,NA,2.2
1985-08-22,4.3,26.3,32.12024659312135,23.22235649546828,7.8,3,NA,1.466667
1985-08-23,39.4,24.66,32.12024659312135,23.22235649546828,3.1,2.5,NA,1.133333
1985-08-24,0,25.46,32.12024659312135,23.22235649546828,1.9,2.3,NA,0.666667
1985-08-25,0,26.82,32.12024659312135,23.22235649546828,8.9,1.7,NA,0.766667
1985-08-26,0,26.68,32.12024659312135,23.22235649546828,9.6,2.5,NA,0.766667
1985-08-27,0,27.26,32.12024659312135,23.22235649546828,6.1,4,NA,1.666667
1985-08-28,0,28.12,32.12024659312135,23.22235649546828,9,4,NA,1.133333
1985-08-29,0,26.5,32.12024659312135,23.22235649546828,4.5,5,NA,0.833333
1985-08-30,0,24.3,32.12024659312135,23.22235649546828,1.2,1.5,NA,0.666667
1985-08-31,4,26.7,32.12024659312135,23.22235649546828,6.3,1.1,NA,1.5
1985-09-01,0,27.22,32.12024659312135,23.22235649546828,8.5,4.1,NA,1.266667
1985-09-02,0,27.54,32.12024659312135,23.22235649546828,9.8,2.7,NA,0.766667
1985-09-03,0,26.96,32.12024659312135,23.22235649546828,6.5,4.6,NA,1.633333
1985-09-04,5,24.98,32.12024659312135,23.22235649546828,0.2,3.2,NA,0
1985-09-05,17.2,25.66,32.12024659312135,23.22235649546828,5.5,1.3,NA,0.766667
1985-09-06,5.6,27,32.12024659312135,23.22235649546828,7.3,2,NA,0.833333
1985-09-07,0,27.48,32.12024659312135,23.22235649546828,4.9,3.1,NA,1.833333
1985-09-08,0,26.4,32.12024659312135,23.22235649546828,0,1.4,NA,0
1985-09-09,26,27.36,32.12024659312135,23.22235649546828,1.7,4.5,NA,1.633333
1985-09-10,0,27.8,32.12024659312135,23.22235649546828,8.5,2.5,NA,0.766667
1985-09-11,0,28.18,32.12024659312135,23.22235649546828,7.7,4.5,NA,1
1985-09-12,0,27.6,32.12024659312135,23.22235649546828,3.6,4.5,NA,0.833333
1985-09-13,0,27,32.12024659312135,23.22235649546828,6.1,1.5,NA,2.233333
1985-09-14,0.2,28.06,32.12024659312135,23.22235649546828,9.2,5.5,NA,3.166667
1985-09-15,0,27.46,32.12024659312135,23.22235649546828,8.8,3.9,NA,1.533333
1985-09-16,0,27.42,32.12024659312135,23.22235649546828,5.8,5.4,NA,1.966667
1985-09-17,0.8,28.4,32.12024659312135,23.22235649546828,10,3.5,NA,2.6
1985-09-18,0,28.54,32.12024659312135,23.22235649546828,6.5,5.1,NA,2.2
1985-09-19,0,27.46,32.12024659312135,23.22235649546828,8.8,3.9,NA,1.533333
1985-09-20,0,28.08,32.12024659312135,23.22235649546828,8.3,3,NA,2.333333
1985-09-21,0,28.54,32.12024659312135,23.22235649546828,8.8,5.4,NA,0.966667
1985-09-22,0,29.54,32.12024659312135,23.22235649546828,9.5,5.1,NA,0.766667
1985-09-23,0,26.72,32.12024659312135,23.22235649546828,7.6,5,NA,1.533333
1985-09-24,0,26.42,32.12024659312135,23.22235649546828,2.5,4,NA,0.833333
1985-09-25,0,28.26,32.12024659312135,23.22235649546828,9.1,2.5,NA,2
1985-09-26,0,28.58,32.12024659312135,23.22235649546828,9.2,5,NA,1.3
1985-09-27,0,27.98,32.12024659312135,23.22235649546828,4.1,5,NA,1.366667
1985-09-28,1,28.08,32.12024659312135,23.22235649546828,3.2,4.5,NA,1.6
1985-09-29,10.1,24.48,32.12024659312135,23.22235649546828,1.2,2.7,NA,1.666667
1985-09-30,0,26.14,32.12024659312135,23.22235649546828,0,3.3,NA,2.466667
1985-10-01,7.8,28.42,32.12024659312135,23.22235649546828,3.5,1.5,NA,0
1985-10-02,0,25.54,32.12024659312135,23.22235649546828,3.9,2.2,NA,1.1
1985-10-03,0.9,28.02,32.12024659312135,23.22235649546828,8.5,2.4,NA,1.433333
1985-10-04,0,28.82,32.12024659312135,23.22235649546828,8.6,3.4,NA,1.366667
1985-10-05,0,28.08,32.12024659312135,23.22235649546828,7.7,5.6,NA,1.2
1985-10-06,0,28.98,32.12024659312135,23.22235649546828,6.4,4.4,NA,0.766667
1985-10-07,0.6,27.94,32.12024659312135,23.22235649546828,4.4,3.4,NA,1.4
1985-10-08,0,28.62,32.12024659312135,23.22235649546828,9.2,3.6,NA,1.7
1985-10-09,0,29.34,32.12024659312135,23.22235649546828,5.2,5.3,NA,2.3
1985-10-10,0,28.9,32.12024659312135,23.22235649546828,2,6.7,NA,1.766667
1985-10-11,0,27.58,32.12024659312135,23.22235649546828,4.4,5,NA,1.866667
1985-10-12,0,25.72,32.12024659312135,23.22235649546828,3.3,2.8,NA,1.733333
1985-10-13,0,26.9,32.12024659312135,23.22235649546828,5.9,2.7,NA,1.766667
1985-10-14,0,27.42,32.12024659312135,23.22235649546828,4.8,3.5,NA,0.766667
1985-10-15,0,29.42,32.12024659312135,23.22235649546828,8.7,5.6,NA,1.6
1985-10-16,0,28.14,32.12024659312135,23.22235649546828,0,4.7,NA,2.433333
1985-10-17,26,25.14,32.12024659312135,23.22235649546828,0,4,NA,1.533333
1985-10-18,0,27.58,32.12024659312135,23.22235649546828,4.9,1.5,NA,0.766667
1985-10-19,5,25.08,32.12024659312135,23.22235649546828,5,3,NA,2.333333
1985-10-20,41,25.88,32.12024659312135,23.22235649546828,2.6,1.5,NA,1.766667
1985-10-21,2.2,26.06,32.12024659312135,23.22235649546828,2,1,NA,1.3
1985-10-22,19.9,28.34,32.12024659312135,23.22235649546828,7.5,1.8,NA,2.066667
1985-10-23,0,28.72,32.12024659312135,23.22235649546828,3.2,3.2,NA,2.2
1985-10-24,0,28.22,32.12024659312135,23.22235649546828,3.6,3.2,NA,1.3
1985-10-25,0,27.66,32.12024659312135,23.22235649546828,5.5,3.4,NA,1.866667
1985-10-26,0,28.2,32.12024659312135,23.22235649546828,1,3.1,NA,1.8
1985-10-27,0,28.52,32.12024659312135,23.22235649546828,2,2.5,NA,1.066667
1985-10-28,0,28.64,32.12024659312135,23.22235649546828,3.7,3,NA,2.6
1985-10-29,0,23.76,32.12024659312135,23.22235649546828,0,3.5,NA,3.2
1985-10-30,58.3,25.48,32.12024659312135,23.22235649546828,0.3,0.8,NA,1.466667
1985-10-31,0,28.06,32.12024659312135,23.22235649546828,7.6,0.7,NA,1.966667
1985-11-01,0,27.22,32.12024659312135,23.22235649546828,10.7,4.2,NA,3.133333
1985-11-02,0.2,26.6,32.12024659312135,23.22235649546828,3.3,4.3,NA,0.666667
1985-11-03,0,27.46,32.12024659312135,23.22235649546828,6.5,2.8,NA,0.766667
1985-11-04,0,28.54,32.12024659312135,23.22235649546828,6.4,3.5,NA,2.066667
1985-11-05,0,29.1,32.12024659312135,23.22235649546828,7,3.5,NA,0.766667
1985-11-06,0,25.36,32.12024659312135,23.22235649546828,0.6,3.5,NA,1.766667
1985-11-07,0,25.74,32.12024659312135,23.22235649546828,1.6,2,NA,2.033333
1985-11-08,0,25.98,32.12024659312135,23.22235649546828,4.8,1.6,NA,0.666667
1985-11-09,0.6,25.54,32.12024659312135,23.22235649546828,5.6,2.2,NA,1.533333
