days since 1900-1-1;spei
2008-09-16;0.084316
2008-10-16;0.3753
2008-11-16;1.0932
2008-12-16;2.2236
2009-01-16;1.9232
2009-02-15;2.1753
2009-03-16;0.91669
2009-04-16;0.41478
2009-05-16;-1.2513
2009-06-16;-0.39099
2009-07-16;-0.44244
2009-08-16;-0.15011
2009-09-16;-1.8865
2009-10-16;-2.0107
2009-11-16;-1.7279
2009-12-16;-0.78771
2010-01-16;-0.081391
2010-02-15;0.64995
2010-03-16;-0.27183
2010-04-16;-0.010241
2010-05-16;-0.75686
2010-06-16;-0.018448
2010-07-16;0.10595
2010-08-16;0.67535
2010-09-16;0.081985
2010-10-16;-0.60041
2010-11-16;-0.72782
2010-12-16;0.12336
2011-01-16;-0.1896
2011-02-15;1.3998
2011-03-16;1.2617
2011-04-16;2.2678
2011-05-16;1.2962
2011-06-16;1.3574
2011-07-16;-0.095163
2011-08-16;-0.17575
2011-09-16;-0.61572
2011-10-16;1.0232
2011-11-16;1.4534
2011-12-16;1.3264
2012-01-16;1.1322
2012-02-15;0.77449
2012-03-16;0.52724
2012-04-16;-0.75882
2012-05-16;-1.4895
2012-06-16;-1.5033
2012-07-16;-0.80425
2012-08-16;-0.22707
2012-09-16;0.45135
2012-10-16;0.69091
2012-11-16;1.563
2012-12-16;1.5493
2013-01-16;0.97358
2013-02-15;0.98723
2013-03-16;1.2684
2013-04-16;1.7733
2013-05-16;1.3596
2013-06-16;0.27859
2013-07-16;0.58113
2013-08-16;0.79323
2013-09-16;1.8796
2013-10-16;1.6652
2013-11-16;2.0918
2013-12-16;0.79173
2014-01-16;-0.023629
2014-02-15;-0.81382
2014-03-16;1.0972
2014-04-16;0.96948
2014-05-16;1.7683
2014-06-16;1.5606
2014-07-16;1.7344
2014-08-16;1.0156
2014-09-16;-0.96915
2014-10-16;-0.11911
2014-11-16;0.41916
2014-12-16;0.68766
2015-01-16;0.16271
2015-02-15;-0.58481
2015-03-16;0.015627
2015-04-16;-0.67895
2015-05-16;0.26842
2015-06-16;-0.29478
2015-07-16;0.11921
2015-08-16;-1.212
2015-09-16;-1.5204
2015-10-16;-1.9609
2015-11-16;-2.0363
2015-12-16;-1.9848
2016-01-16;-2.042
2016-02-15;-1.7614
2016-03-16;-1.331
2016-04-16;-0.55482
2016-05-16;-0.91859
2016-06-16;-0.84545
2016-07-16;-0.60931
2016-08-16;0.31521
2016-09-16;0.94283
2016-10-16;0.95606
2016-11-16;0.86144
2016-12-16;1.8811
2017-01-16;2.0285
2017-02-15;1.7921
2017-03-16;0.2869
2017-04-16;-0.082172
2017-05-16;-0.62411
2017-06-16;-0.24355
2017-07-16;-0.44484
2017-08-16;0.0040548
2017-09-16;0.79729
2017-10-16;1.1004
2017-11-16;1.3889
2017-12-16;1.9065
2018-01-16;1.1375
2018-02-15;1.113
2018-03-16;-0.64523
2018-04-16;-0.092141
2018-05-16;-0.48845
2018-06-16;0.59323
2018-07-16;0.42455
2018-08-16;0.53143
2018-09-16;-0.41426
2018-10-16;-0.75784
2018-11-16;-0.36451
2018-12-16;0.59621
