"Data","Precipitacao","Umidade","Radiacao","Temperatura_Maxima","Temperatura_Minima","Velocidade_do_Vento","Evatotranspiracao"
"1991-05-09",21.16,95.98,8.95,27.16,21.19,0.51,1.88
"1991-05-10",22.41,89.2,16.16,30.42,21.36,0.63,3.21
"1991-05-11",0.06,84.74,12.93,30.11,21.36,1.28,2.93
"1991-05-12",3.03,82.62,18.69,30.59,21.61,0.83,3.77
"1991-05-13",0.03,89.92,10.34,31.03,22.69,0.91,2.29
"1991-05-14",9.8,79.81,20.42,31.48,22.5,1.44,4.61
"1991-05-15",2.97,81.91,10.45,31.31,23.14,1.3,2.62
"1991-05-16",3.9,84.89,14.93,30.88,23.23,1.49,3.51
"1991-05-17",3.71,89.01,10.12,28.2,22.36,0.91,2.16
"1991-05-18",8.29,91.75,8.39,26.34,22.02,0.44,1.82
"1991-05-19",19.78,89.37,14.34,30.12,21.95,0.54,2.9
"1991-05-20",7.48,89.43,12.16,29.77,21.55,0.61,2.67
"1991-05-21",18.39,80.2,18.94,30.92,21.83,0.54,3.7
"1991-05-22",22.91,81.62,15.21,30.55,22.44,0.81,3.2
"1991-05-23",16.56,86.81,9.53,29.62,22.95,1.17,2.19
"1991-05-24",7.64,91.56,10.08,28.75,22.48,0.73,2.16
"1991-05-25",20.66,84.41,10.15,30.48,21.53,0.79,2.32
"1991-05-26",6.29,96.92,10.5,29.12,21.62,0.73,2.17
"1991-05-27",28.62,77.68,22,30.7,21.38,0.78,4.33
"1991-05-28",0.01,79.04,20.97,31.33,22,1.04,4.29
"1991-05-29",0.02,74.95,23.53,32.69,21.91,1,4.89
"1991-05-30",0.01,74.41,22.83,32.25,21.41,1.28,4.86
"1991-05-31",0,70.95,22.48,32.12,22.33,1.45,4.97
"1991-06-01",2.15,77.05,15.08,31.53,22.62,1.18,3.9
"1991-06-02",45.97,90.72,12.24,30.47,22.23,0.9,2.63
"1991-06-03",7.61,88.47,13.62,30.78,22.55,1.12,2.82
"1991-06-04",15.48,83.23,16.81,30.66,22.83,1.31,3.49
"1991-06-05",4.95,82.69,18.17,31.69,22.3,1.9,3.86
"1991-06-06",3.81,87.37,13.15,30.61,23.05,1.65,2.97
"1991-06-07",2.91,76.61,21.76,32.31,22.97,1.18,4.47
"1991-06-08",4.55,92.34,14.84,30.97,22.73,0.87,3.14
"1991-06-09",16.75,93.92,8.45,25.09,21.53,0.55,1.76
"1991-06-10",23.11,90.1,10.4,27.7,21.39,0.47,2.16
"1991-06-11",11.97,81.17,18.38,30.62,22.05,0.55,3.53
"1991-06-12",1.61,80.57,19.99,31.23,22.19,0.75,4.12
"1991-06-13",13.6,91.56,10.62,29.2,22.44,0.75,2.26
"1991-06-14",9.91,83.74,13.24,30.03,21.72,0.63,2.69
"1991-06-15",7.25,93.48,8.41,27.36,22.36,0.48,1.81
"1991-06-16",3.94,83.79,17.38,30.72,22.3,0.68,3.49
"1991-06-17",12.69,78.62,18.36,31.81,22.31,1.01,3.85
"1991-06-18",3.71,86.84,14.89,30.78,22.47,0.59,3.16
"1991-06-19",9.8,82.28,16.84,31.09,21.98,0.97,3.67
"1991-06-20",3.23,79.51,19.71,31.8,22.91,1.01,4.05
"1991-06-21",1.01,76.62,21.06,31.91,22.31,1.25,4.34
"1991-06-22",5.2,71.31,21.08,32.12,22.62,2.62,6.22
"1991-06-23",0.7,77.25,17.38,31.89,22.5,1.98,4.6
"1991-06-24",3.56,82.5,10.07,29.22,21.67,1.46,2.55
"1991-06-25",6.36,75.85,20.64,31.64,21.69,1.21,4.21
"1991-06-26",0.01,77.88,17.5,31.84,22.31,1.09,3.91
"1991-06-27",1.13,75.01,18.52,31.56,22.09,1.51,4.12
"1991-06-28",3.5,85,11.45,30.7,22.48,1.12,2.76
"1991-06-29",0.64,78.42,18,31.25,21.42,1.18,3.97
"1991-06-30",6.65,76.5,18.75,31.23,21.91,1.33,4.31
"1991-07-01",6.39,85.53,11.11,30.36,21.73,0.91,2.5
"1991-07-02",8.17,79.07,16.47,31,21.66,0.91,3.52
"1991-07-03",13.92,80.86,13.05,29.84,21.48,0.88,2.71
"1991-07-04",25.89,86.73,9.5,27.16,21.2,0.8,2.07
"1991-07-05",24.47,82.69,13.25,29.39,20.92,0.65,2.57
"1991-07-06",3.6,77.15,20.05,30.81,21.64,0.87,4.03
"1991-07-07",1.92,83.93,12.16,28.61,21.39,0.51,2.4
"1991-07-08",3.94,84.55,11.42,30.02,21.52,1.05,2.37
"1991-07-09",3.61,86.07,17.25,31.08,21.16,0.95,3.42
"1991-07-10",4.04,85.84,13.11,30.08,21.5,0.83,2.61
"1991-07-11",13.73,80.74,19.55,31.34,21.73,0.91,4.06
"1991-07-12",8.34,74.11,21,31.34,22.17,0.73,4.12
"1991-07-13",0,84.28,18.86,31.12,22.19,0.89,3.85
"1991-07-14",4.44,86.81,18.32,31.81,22.08,1.47,3.76
"1991-07-15",4.74,86.1,8.8,28.72,21.62,0.99,2.02
"1991-07-16",5.93,84.68,15.18,30.05,21.36,1.16,3.08
"1991-07-17",5.58,83.27,11.27,29.31,21.62,0.83,2.49
"1991-07-18",4.83,73.29,18.98,31.11,21.55,1.06,3.98
"1991-07-19",1.77,71.07,20.34,31.41,21.39,1.23,4.29
"1991-07-20",0.03,69.19,20.73,31.02,20.69,1.45,5.02
"1991-07-21",0,69.59,21.24,31.12,21.86,1.18,5.01
"1991-07-22",0,72.38,19.76,31.8,21.41,0.87,4.15
"1991-07-23",2.31,68.21,20.28,31.56,21.73,0.39,4.2
"1991-07-24",0,66.76,21.19,30.88,20.53,1.51,5.32
"1991-07-25",0,71.61,21.31,31.16,21.02,1.13,4.06
"1991-07-26",1.07,77.75,18.57,31.78,21.95,0.93,3.76
"1991-07-27",1.98,74.52,17.81,31.78,21.53,0.85,3.39
"1991-07-28",0.39,84.32,10.92,30.88,22.41,0.87,2.29
"1991-07-29",11.88,73.4,19.62,31.73,21.72,1.12,4.1
"1991-07-30",0,69.54,21.55,31.64,22.27,2.13,5.28
"1991-07-31",0,68.02,21.92,31.84,22.22,1.12,4.76
"1991-08-01",0,83.01,14.76,31.86,23.22,0.5,2.9
"1991-08-02",0,82.92,16.04,32.25,21.58,0.93,3.33
"1991-08-03",0.87,84.62,19.24,31.8,20.97,1.01,3.93
"1991-08-04",4.4,86.86,10.75,28.8,20.64,0.75,2.56
"1991-08-05",0,89.41,13.51,29.84,20.31,1.35,2.54
"1991-08-06",7.3,83.62,19.53,30.94,19.95,1.27,3.87
"1991-08-07",2.34,84.93,17.11,30.98,20.78,1.41,3.38
"1991-08-08",0.19,74.22,21.25,31.86,20.8,1.19,4.4
"1991-08-09",0,68.8,21.21,31.64,20.88,1.33,4.53
"1991-08-10",0,58.75,22.26,33.09,21.56,1.92,7.12
"1991-08-11",1.89,65.38,21.41,33.03,20.11,1.22,5.14
"1991-08-12",0.24,81.58,16.1,33.5,21.55,1.03,3.63
"1991-08-13",15.45,75.09,17.34,31.44,20.94,1.39,3.71
"1991-08-14",11.96,83.6,9.38,29.36,20.62,0.81,1.95
"1991-08-15",9.77,81.82,15.9,30.09,21.2,0.89,3.21
"1991-08-16",1.93,74.09,17.98,31.44,21.05,0.98,3.67
"1991-08-17",0,72.47,20.1,31.03,21.23,0.78,4.13
"1991-08-18",0,66.87,12.65,31.44,22.03,0.92,3
"1991-08-19",0,72.16,17.67,31.45,21.55,1.12,3.96
"1991-08-20",0,68.47,14.62,31.84,20.92,1.61,3.83
"1991-08-21",0,69.17,15.36,32.41,21.94,1.43,3.94
"1991-08-22",2.8,71.52,18.11,32.75,21.34,0.77,3.96
"1991-08-23",1.76,73,16.32,32.84,22.67,0.91,3.59
"1991-08-24",15.29,90.14,8.98,27.11,21.66,0.6,1.94
"1991-08-25",12.91,89.23,8.96,26.44,21.73,0.6,2.39
"1991-08-26",0,79.15,11.43,30.67,21.03,0.94,2.37
"1991-08-27",0.44,73.42,16.76,31.64,21.95,1.52,3.75
"1991-08-28",0,71.37,20.75,33.12,22.03,1.35,4.22
"1991-08-29",5.98,79.53,19.33,33.16,24.11,1.09,4.09
"1991-08-30",0.92,74.89,20.04,32.78,22.28,1.14,4.11
"1991-08-31",0,71.31,18.61,32.94,23.28,1.82,5.21
"1991-09-01",0,68.61,17.83,33.25,23.19,1.19,4.42
"1991-09-02",0.62,87.93,9.58,30.14,21.77,0.82,2.12
"1991-09-03",7.93,77.59,9.48,31.16,21.03,1.01,2.49
"1991-09-04",0,77.55,19.01,31.73,21.55,1.11,3.86
"1991-09-05",10.52,73.04,15.57,32.03,22.61,1.19,3.41
"1991-09-06",0,68.27,22.68,33.31,22.03,1.46,4.82
"1991-09-07",0,71.01,21.56,32.78,23.52,0.99,4.29
"1991-09-08",2.06,65.98,19.11,32.75,23.31,1.02,3.74
"1991-09-09",0.02,68.47,20.23,32.84,22.44,1.2,4.27
"1991-09-10",0,68.94,13.36,32.94,22.44,1.47,3.5
"1991-09-11",0.28,65.71,21.11,33.53,22.8,1.31,4.48
"1991-09-12",3.72,79.42,9.32,31.47,23.2,1.01,2.26
"1991-09-13",8.37,80.5,11.36,32.69,22.28,1.07,2.81
"1991-09-14",2.53,78.47,18.94,31.86,22.16,0.76,3.8
"1991-09-15",2.99,82.13,20.06,32.94,22.36,2.11,4.65
"1991-09-16",1.97,66.26,22.31,30,15.67,1.48,4.26
"1991-09-17",0,63.95,21.84,34.31,23.52,1.24,4.75
"1991-09-18",0,62.02,21.61,33.56,23.36,1.41,4.56
"1991-09-19",0,62.47,18.31,33.84,23.28,1.73,4.52
"1991-09-20",0,69.08,19.72,32.66,22.58,2.25,5.25
"1991-09-21",0,74,12.02,32.5,22.97,1.55,3.02
"1991-09-22",5.15,83.1,9.63,29.2,23.28,1.33,2.48
"1991-09-23",18.62,92.51,9.69,26.17,22.44,1.29,2.02
"1991-09-24",5.95,80.24,19.17,30.34,21.86,0.8,3.88
"1991-09-25",0.01,72.41,18.64,32.81,22.02,1.17,4.29
"1991-09-26",0.01,73.79,15.49,33.47,22.52,1.57,4.26
"1991-09-27",0.53,69.96,20.37,34.31,21.84,1.76,5.99
"1991-09-28",0,66.13,22.4,33.78,23.17,0.93,4.44
"1991-09-29",0.2,67.72,22.06,33.41,23.23,1.08,4.35
"1991-09-30",0,66.56,15.58,34.81,23.3,1.11,3.12
"1991-10-01",0,61.48,23.83,34.81,23.83,2.42,6.35
"1991-10-02",0,59.39,22.43,33.78,23.3,1.63,5.65
"1991-10-03",0.5,60.87,23.05,34.03,23.33,1.21,4.82
"1991-10-04",0,59.42,15.14,34.94,22.67,0.72,3.55
"1991-10-05",0,67.72,21.4,34.75,23.7,0.86,4.42
"1991-10-06",7.1,68.48,20.04,34.91,23.08,1.27,4.61
"1991-10-07",1.88,63.91,22.01,34.53,23.42,1.62,5.43
"1991-10-08",0,62.13,22.41,34.75,22.89,1.22,5.13
"1991-10-09",0,74.13,12.2,32.44,22.64,2.01,3.63
"1991-10-10",3.1,84.43,9.75,28.33,21.3,1.68,2.47
"1991-10-11",2.14,73.26,19.26,32.53,21.39,1.02,3.96
"1991-10-12",8.12,64.11,17.51,34.19,22.19,1.05,3.45
"1991-10-13",8.8,68.61,18.51,33.03,21.81,1.26,3.63
"1991-10-14",0.13,74.8,12.47,32.84,21.97,1.36,2.87
"1991-10-15",7.59,71.99,20.85,32.66,22.17,1.28,4.14
"1991-10-16",0.37,63.39,21.6,34,23.09,1.7,5.11
"1991-10-17",0,66.12,23.54,34.12,23.22,1.84,5.6
"1991-10-18",0.01,67.78,21.82,34.28,23.22,1.41,4.84
"1991-10-19",0,63.25,18.22,34.34,23.02,1.27,4.7
"1991-10-20",4.66,75.59,9.93,32.09,23.2,1.5,2.96
"1991-10-21",11.41,81.77,10.56,30.27,21.8,1.08,2.34
"1991-10-22",1.49,77.38,14.62,30.83,21.67,1.34,3.08
"1991-10-23",10.84,89.02,14.08,31.09,21.69,1.03,2.99
"1991-10-24",10.2,77.28,19.31,31.48,21.7,0.96,3.82
"1991-10-25",1.28,77.78,13.57,31.88,23.05,1.46,3
"1991-10-26",2.22,76.96,19.11,32.81,22.73,1.15,4.4
"1991-10-27",1.49,83.98,19.78,29.94,22.08,1.47,4.28
"1991-10-28",11.3,79.36,15.41,30.95,21.62,1.2,3.23
"1991-10-29",15.68,81.44,12.8,30.27,22.47,1.05,2.82
"1991-10-30",0.9,84.15,11.51,30.58,21.59,0.88,2.56
"1991-10-31",4.64,78.57,13.12,30.56,21.27,1.34,2.79
"1991-11-01",2.64,67.21,22.98,32.94,22.14,1.15,4.7
"1991-11-02",0.11,65.54,21.67,34.81,23.05,1.35,4.87
"1991-11-03",2.35,85.68,14.97,32.53,22.05,1.17,3.45
"1991-11-04",8.81,85.95,10.12,29.78,22.23,1.49,2.23
"1991-11-05",5.01,77.85,20.27,31.59,21.75,1.64,4.33
"1991-11-06",0,71.48,19.73,33.19,22.56,1.31,4.29
"1991-11-07",0,66.55,20.42,33.72,23,1.08,4.29
"1991-11-08",2.04,65.53,19.55,33.75,23.31,1.36,4.24
"1991-11-09",0,61.7,17.19,33.56,23.16,1.36,3.42
"1991-11-10",0.18,57.56,17.72,34.69,22.77,0.69,3.44
"1991-11-11",0,62.82,22.97,35.06,23.64,1.29,5.28
"1991-11-12",0,63.15,20.49,34.62,23.81,1.51,4.43
"1991-11-13",0,69.16,20.95,35.5,23.69,1.87,5.53
"1991-11-14",0,70.15,23.51,33.78,23.64,1.55,5.63
"1991-11-15",0,69.78,10.26,34.53,23.67,1.3,3.14
"1991-11-16",0.41,85.78,11.02,28.94,22.97,0.57,2.4
"1991-11-17",4.87,80.75,10.58,32.62,22.03,0.66,2.68
"1991-11-18",0.19,79.56,10.09,31.64,22.33,1.07,2.56
"1991-11-19",0.63,75.66,21.54,33.59,22.09,1.52,4.71
"1991-11-20",0,66.64,19.33,33.78,22.91,1.69,4.85
"1991-11-21",0,77.29,9.84,32.62,22.95,0.89,2.32
"1991-11-22",0.52,69.19,17.88,34.38,22.38,1.12,3.96
"1991-11-23",0,66.64,16.04,33.47,22.8,1.6,4.35
"1991-11-24",0,72.92,19.66,34.22,23.28,2.38,5.57
"1991-11-25",0,68.69,18.7,33.56,23.34,1.42,4.61
"1991-11-26",0,66.75,19.86,33.94,23.61,1.99,4.93
"1991-11-27",0,64.43,21.69,34.31,23.58,1.66,5.52
"1991-11-28",0,60.35,16.33,34.16,22.53,1.69,4.83
"1991-11-29",0,62.46,16.43,34.69,23.56,1.2,3.78
"1991-11-30",0,70.04,16.4,34.5,23.31,1.4,3.42
"1991-12-01",10.8,80.45,9.72,29.59,22.69,0.89,2.11
"1991-12-02",3.1,73.3,15.41,32.25,22.75,0.95,3.65
"1991-12-03",1.37,82.13,11.77,30.03,23.88,0.96,2.58
"1991-12-04",3.62,85.4,10.3,31.34,23.19,0.88,2.33
"1991-12-05",2.68,74.52,16.38,31.98,23.33,1.09,3.92
"1991-12-06",0,64.59,16.73,33.25,23.66,1.31,4.65
"1991-12-07",0.89,77.6,9.81,32.88,23.36,0.68,2.19
"1991-12-08",0.34,73.84,9.76,33.78,23.91,1.09,2.59
"1991-12-09",1.14,78.16,12.99,34.38,24.39,0.73,3.01
"1991-12-10",0,72.01,15.31,34.22,23.95,1.01,3.63
"1991-12-11",0,62.58,13.99,33.78,24.02,1.42,4.37
"1991-12-12",0,65.5,13.43,33.66,22.84,0.81,3.05
"1991-12-13",0,64.32,15.69,34.78,23.89,0.98,4.03
"1991-12-14",0,71.36,11.13,34.09,24.39,0.85,3.05
"1991-12-15",2.46,75.27,9.77,32.09,24.09,1.31,3.1
"1991-12-16",3.83,88.43,9.39,30.7,24.02,0.48,2.23
"1991-12-17",1.77,81.92,11.45,36.78,23.03,0.57,2.78
"1991-12-18",2.27,83.53,10.48,29.25,23.06,0.73,2.42
"1991-12-19",0.1,71.27,18.19,31.94,23.27,1.02,4.33
"1991-12-20",4.33,89.48,9.53,29.88,22.92,0.98,2.16
"1991-12-21",3.13,83.4,19.96,31.45,21.45,0.44,4.05
"1991-12-22",1.96,86.04,14.77,31.8,21.45,0.48,3.05
"1991-12-23",17.59,82.71,11.96,30.5,22.17,0.82,2.84
"1991-12-24",8.45,86.91,14.1,30.53,22.27,0.96,3.03
"1991-12-25",0.66,71.12,21.5,31.64,22.77,0.85,4.69
"1991-12-26",0.42,71.61,11.5,31.86,22.64,0.71,2.59
"1991-12-27",0.26,75.08,15.59,32.31,22.83,0.81,3.63
"1991-12-28",0,73.07,12.69,32.81,23.14,0.5,2.68
"1991-12-29",2.52,83.8,12.68,30.2,23.42,0.51,2.69
"1991-12-30",11.12,90.99,9.89,26.48,21.52,0.9,2.06
"1991-12-31",0.89,82.58,14.23,29.77,21.58,1.01,2.97
"1992-01-01",0.13,68.9,22.33,33.03,22.66,1.63,4.7
"1992-01-02",0,67.13,17.34,32.09,23.25,1.35,3.84
"1992-01-03",2.06,80.93,10.59,30.78,23.7,2.05,2.7
"1992-01-04",0.88,73.22,17.36,32.94,23.48,2.15,4.67
"1992-01-05",0.11,78.44,17.43,33.12,23.23,1.5,4.15
"1992-01-06",1.41,76.37,20.09,33.47,23.41,1.18,4.29
"1992-01-07",1.94,78.93,11.04,31.83,23.61,1.3,2.56
"1992-01-08",25.09,89.91,9.42,28.05,21.66,1.11,2.07
"1992-01-09",4.79,82.55,14.71,31.09,22.86,0.98,3.27
"1992-01-10",5.62,83.57,15.14,31.38,22.97,1.38,3.35
"1992-01-11",6.88,77.88,20.73,32.69,22.94,1.28,4.21
"1992-01-12",0.72,80.76,10.77,30.55,23,1.26,2.3
"1992-01-13",3.19,83.36,10.71,35.97,23.2,1.34,2.93
"1992-01-14",1.57,85.02,14.73,31.88,23.31,1.33,3.26
"1992-01-15",4.09,81.24,14.43,31.7,23.56,1.14,3.32
"1992-01-16",0.45,81.07,17.51,32.16,23.7,1.1,4.03
"1992-01-17",6.23,83.75,16.71,32.56,22.95,1.05,3.8
"1992-01-18",11.63,76.24,15.52,31.47,22.81,1.26,3.17
"1992-01-19",3.58,81.57,14.16,30.88,23.09,1.42,3.29
"1992-01-20",1.55,80.83,11.81,31.08,23.33,0.92,2.86
"1992-01-21",1.11,77.68,15.9,32.69,23.55,0.68,3.47
"1992-01-22",20.48,91.19,9.47,28.91,22.58,0.96,2.13
"1992-01-23",12.56,86.48,9.58,33.75,23.02,0.55,2.32
"1992-01-24",0.41,77.89,18.19,33.38,23.12,0.86,3.95
"1992-01-25",0.23,78.02,16.99,31.03,23.36,1.09,3.82
"1992-01-26",1.06,72.63,19.19,32.88,22.84,1.24,4.7
"1992-01-27",0,67.6,15.11,33,23.36,1.4,3.27
"1992-01-28",1.24,74.29,11.37,31.39,22.92,0.75,2.68
"1992-01-29",4.73,83.27,14.47,32.75,22.28,0.95,3.4
"1992-01-30",1.36,82.4,12.23,29.84,22.19,0.82,2.61
"1992-01-31",17.31,85.74,12.24,30.61,22.75,0.89,2.74
"1992-02-01",14.05,74.16,20.6,33.16,23.14,0.32,4.15
"1992-02-02",0.8,68,22.13,33.59,23.61,0.86,4.35
"1992-02-03",0.81,70.17,19.66,33.78,24.41,1.61,4.39
"1992-02-04",2.06,73.2,13.22,32.75,24.2,1.31,3.17
"1992-02-05",0.03,72.95,19.93,33.62,24.06,1,4.4
"1992-02-06",0,73.12,17.94,33.75,24.38,0.51,3.74
"1992-02-07",5.38,78.37,9.97,30.56,24.33,0.64,2.2
"1992-02-08",5.74,73.97,9.85,31.89,24.09,0.97,2.21
"1992-02-09",2.84,82.85,9.86,32.06,23.83,0.78,2.24
"1992-02-10",11.41,77.06,13.94,31.77,22.64,0.97,3.18
"1992-02-11",2.36,87.04,13.36,31.34,22.84,1.27,3.19
"1992-02-12",21.5,86.1,9.66,29.03,21.86,0.31,2.12
"1992-02-13",1.91,88.64,11.9,31.02,21.52,0.66,2.83
"1992-02-14",24.25,79.79,11.63,30.47,21.38,0.5,2.68
"1992-02-15",2.47,81.12,25.76,32.03,23.25,0.38,5.36
"1992-02-16",7.05,80.71,12.83,29.91,21.75,0.41,2.63
"1992-02-17",8.67,81.75,23.62,31.8,21.75,0.64,4.67
"1992-02-18",27.98,91.42,9.66,28.8,21.84,0.24,2.12
"1992-02-19",15.12,89.15,12.33,29.44,21.11,0.48,2.59
"1992-02-20",6.13,88.51,14.41,30.75,21.98,0.77,3.19
"1992-02-21",3.87,87.65,11.47,28.7,22.28,0.87,2.54
"1992-02-22",59.03,87,11.28,28.77,21.83,0.25,2.42
"1992-02-23",3.6,77.82,22.97,31.33,21.59,0.84,4.77
"1992-02-24",1.65,73.02,22.74,31.58,22.52,1.09,5
"1992-02-25",1.89,87.61,16.3,31.19,22.78,0.49,3.43
"1992-02-26",24.75,89.9,12.49,29.92,22.09,0.36,2.63
"1992-02-27",10.41,87.44,10.09,28.75,22.23,0.75,2.16
"1992-02-28",5.54,81.65,10.16,29.7,22.02,0.61,2.17
"1992-02-29",7.54,93.95,10,28.92,21.86,0.36,2.15
"1992-03-01",11.94,88.62,10.49,30.75,22.41,0.84,2.32
"1992-03-02",2.42,89.36,9.98,29.86,22.41,1.06,2.18
"1992-03-03",5.16,88.93,15.63,30.98,22.08,1,3.25
"1992-03-04",10.95,88.92,10.21,29.53,22.64,1.11,2.24
"1992-03-05",9.52,87.29,18.28,30.2,22.86,2.05,3.97
"1992-03-06",8.82,84.83,11.59,30.33,21.89,1.55,2.86
"1992-03-07",12.91,83.61,15.02,30.02,21.77,0.96,3.18
"1992-03-08",11.02,87.59,12.19,28.88,22.67,1.14,2.7
"1992-03-09",18.22,91.01,10.06,27.06,21.89,0.84,2.14
"1992-03-10",10.25,85.44,13.03,29.52,21.84,0.91,2.82
"1992-03-11",3.68,79.24,20.29,31.97,22.09,1.59,4.45
"1992-03-12",2.17,86.2,16.49,32.19,23.77,1.41,4.21
"1992-03-13",10.26,89.17,9.61,28,22.86,1.05,2.89
"1992-03-14",6.29,79.74,16.9,31.53,22.75,0.99,3.46
"1992-03-15",8.95,93.26,9.69,29.45,22.62,0.97,2.17
"1992-03-16",45.84,90.07,9.95,27.97,22.44,1,2.17
"1992-03-17",11.24,91.09,9.52,25.84,22.19,1.13,2.4
"1992-03-18",12.94,85.37,16.05,32.12,21.83,0.9,3.57
"1992-03-19",6.3,93.55,9.67,27.3,23.06,0.8,2.12
"1992-03-20",5.38,82.15,13.57,30.52,21.94,0.66,3.26
"1992-03-21",0.89,90.37,13.69,29.78,22.98,0.82,2.94
"1992-03-22",7.74,88.88,10.06,30.25,22.84,0.92,2.18
"1992-03-23",5.67,84.62,10.37,31.77,22.94,0.9,2.48
"1992-03-24",11.75,89.74,9.4,27.25,21.41,0.97,2.16
"1992-03-25",2.56,88.88,19.08,31.72,21.48,1.18,4
"1992-03-26",1.91,86.86,19.36,31.28,23.66,1.48,3.86
"1992-03-27",2.38,76.48,21.15,32.34,22.83,1.51,4.79
"1992-03-28",1.47,78.97,22.84,32.38,22.47,2.01,5.53
"1992-03-29",2.87,79.96,18.6,31.98,22,1.3,4.23
"1992-03-30",4.29,85.23,14.46,31.28,22.41,1.05,3.33
"1992-03-31",15.38,81.46,17.53,31.62,22.2,1.19,4.03
"1992-04-01",10.57,95.16,9.32,28.53,21.31,0.9,2.03
"1992-04-02",50.06,82.48,18.78,30.39,20.97,0.69,3.8
"1992-04-03",0.61,76.14,19.61,31.78,22.22,1.48,4.33
"1992-04-04",0,77.68,19.02,32.56,23.3,1.03,3.86
"1992-04-05",0.88,85.63,10.59,31,23.3,0.8,2.37
"1992-04-06",2.21,81.97,17.44,31.66,22.81,1.32,3.75
"1992-04-07",11.92,86.34,12.88,30.25,22.66,1.05,2.84
"1992-04-08",9.28,90.12,10.91,29.55,22.09,1.26,2.47
"1992-04-09",17.83,89.85,10.61,28.95,22.12,1.07,2.3
"1992-04-10",5.24,87.09,21.08,31.88,22.5,1.51,4.37
"1992-04-11",1,80.78,9.72,32.12,22.66,1.35,2.39
"1992-04-12",0.01,84.71,9.7,29.88,22.47,1.1,2.1
"1992-04-13",4.04,90.05,10.58,31.72,22.61,0.75,2.31
"1992-04-14",16.88,86.74,10.66,29.62,22.36,0.6,2.38
"1992-04-15",0.84,82.84,16.07,31.48,22.45,0.6,3.48
"1992-04-16",0.75,78.21,23.26,31.95,22.78,1.29,4.97
"1992-04-17",4.31,88.37,9.34,31.36,23.33,1.26,2.19
"1992-04-18",18.88,90.12,11.54,31.02,22.67,1.07,2.54
"1992-04-19",13.17,89.21,19.26,31.97,22.58,1.14,4.02
"1992-04-20",3.47,86.45,10.09,30.77,22.84,0.98,2.31
"1992-04-21",7.42,84.59,14.82,31.61,23.02,1.66,3.28
"1992-04-22",1.78,78.75,20.61,32.41,21.86,1.64,4.41
"1992-04-23",2.12,80.6,17.99,32.31,23.47,1.02,3.87
"1992-04-24",5.48,85.94,14.8,32.19,23.34,0.86,3.25
"1992-04-25",11.24,81.28,13.36,31.22,23.45,1.01,2.82
"1992-04-26",0,71.32,23.04,32.66,23.47,0.92,4.41
"1992-04-27",1.67,71.6,21.81,33.38,22.55,1.51,5.31
"1992-04-28",3.29,88.54,15.62,32.88,23.03,1.09,3.4
"1992-04-29",8.59,86.53,10.47,31.02,22.72,0.55,2.33
"1992-04-30",7.66,82.01,12.83,29.62,22.91,1.13,2.98
"1992-05-01",23.72,83.4,14.09,31.05,21.86,0.76,2.84
"1992-05-02",0,88.81,18.11,32.97,23.22,0.74,3.84
"1992-05-03",6.64,88.5,20.64,33.06,23.17,0.76,4.32
"1992-05-04",2.93,82.72,17.4,32.78,22.98,1,3.71
"1992-05-05",15.27,77.56,17.13,32.22,22.69,1.5,3.86
"1992-05-06",5,76.5,16.6,31.83,23.36,1.16,3.31
"1992-05-07",5.61,88.75,10.46,29.39,23.05,1.24,2.28
"1992-05-08",22.56,92.67,9.31,28.25,22.27,2.09,1.93
"1992-05-09",23.16,77.6,18.46,30.83,21.94,1.42,3.94
"1992-05-10",4.41,78.64,9.99,32.62,22.08,1.54,2.81
"1992-05-11",2.78,80.86,20.15,32.41,23.38,1.25,4.28
"1992-05-12",0.49,73.97,19.37,32,22.78,1.3,4.15
"1992-05-13",1.65,71.59,20.73,32.41,22.38,1.5,4.48
"1992-05-14",2.15,72.24,21.63,32.59,22.66,1.24,4.59
"1992-05-15",1.23,72.95,22.12,32.97,22.73,1.42,4.78
"1992-05-16",0.03,86.03,9.66,29.72,22.75,1.02,2.07
"1992-05-17",8.48,83.72,18.9,32.19,22.5,0.56,3.79
"1992-05-18",0.78,78.59,18.34,32.22,22.83,1.24,3.97
"1992-05-19",7.78,76.55,21.59,32.06,22.23,1.22,4.39
"1992-05-20",0.93,85.42,20.45,32.41,23.03,1.53,4.47
"1992-05-21",1.13,74.32,20.59,32.41,23.11,1.16,4.2
"1992-05-22",0,73.58,22.25,32.59,22.91,1.92,5.36
"1992-05-23",0,80.2,22.13,32.72,22.8,1.12,4.58
"1992-05-24",0.99,81.58,17.9,32.06,22.16,0.9,3.53
"1992-05-25",0.7,76.02,20.7,32.72,22.89,1.07,4.41
"1992-05-26",3.41,74,21.61,32.69,22.84,1.35,4.75
"1992-05-27",2.97,85.68,17.87,31.75,22.14,1.03,3.66
"1992-05-28",4.58,78.06,16.85,31.25,22.84,1.24,3.61
"1992-05-29",5.28,74.81,21.87,32.47,22.75,0.88,4.43
"1992-05-30",3.55,78.15,19.15,32.12,22.27,1.32,4.14
"1992-05-31",0.85,76.61,22.11,32.5,22.83,1.3,4.76
"1992-06-01",0.23,76.11,17.41,32.41,23.09,1.35,3.71
"1992-06-02",0,76.47,16.23,32.19,22.69,1.5,3.47
"1992-06-03",2.85,78.8,20.21,32.22,22.17,0.99,4.09
"1992-06-04",25.78,74.47,21.41,31.75,23.12,1.01,4.32
