"Data","Precipitacao","Umidade","Radiacao","Temperatura_Maxima","Temperatura_Minima","Velocidade_do_Vento","Evatotranspiracao"
"1980-07-27",0.82,77.55,22.51,33.12,22.23,1.17,5.04
"1980-07-28",0.05,78.19,22.27,32.75,23.3,0.94,4.78
"1980-07-29",0,72.39,22.03,33.81,23.02,0.8,4.94
"1980-07-30",0.81,81.74,17.93,33.59,23.67,0.87,4
"1980-07-31",2.51,84.64,10.49,29.78,22.41,1.7,2.58
"1980-08-01",3.39,86.79,12.71,30.06,21.81,1.63,2.16
"1980-08-02",1.24,88.37,11.01,27.09,20.98,0.96,2.05
"1980-08-03",3.78,88.23,13.3,30.53,20.86,0.72,2.07
"1980-08-04",0.21,79.9,20.96,32.25,21.5,0.83,4.34
"1980-08-05",0.73,85.47,13.52,32.16,22,1.04,2.59
"1980-08-06",0.51,79.43,18.42,33.09,23.58,0.73,4.07
"1980-08-07",0.64,86.98,14.24,32.12,23.73,0.47,2.85
"1980-08-08",4.37,78.81,20.14,32.84,22.69,1.08,4.61
"1980-08-09",0.72,80.52,19.57,33.31,21.27,0.64,4.3
"1980-08-10",13.56,87.37,10.04,30.45,21.59,0.91,2.36
"1980-08-11",4.09,89.76,11.61,32.03,22.02,1.04,2.66
"1980-08-12",2.84,86.84,12.82,30.83,22.05,0.51,2.75
"1980-08-13",0.04,79.39,19.88,32.38,22.66,0.64,4.24
"1980-08-14",0,76.33,22.76,33.44,22.11,0.76,4.82
"1980-08-15",0,79.91,16.86,32.56,22.59,0.95,3.77
"1980-08-16",2.24,80.05,19.96,33.22,22.17,0.9,4.52
"1980-08-17",0.06,75.46,22.74,33.81,22.88,1.34,5.3
"1980-08-18",0.77,72.23,21.01,34.28,23.2,0.85,4.98
"1980-08-19",0.06,76.71,16.42,33.94,23.27,0.6,3.82
"1980-08-20",0.9,85.2,18.35,33,22.03,0.7,4.19
"1980-08-21",1.21,85.62,14.95,33.28,22.41,1.13,3.14
"1980-08-22",6.11,85.33,20.01,32.38,22.05,0.89,4.01
"1980-08-23",0.09,77.73,22.02,34.12,21.42,0.62,4.71
"1980-08-24",0.01,76.53,23.12,34.19,22.23,0.67,4.81
"1980-08-25",2.21,84.92,19.3,33.62,22.7,1.01,4.31
"1980-08-26",4.24,81.92,18,32.66,22.06,0.75,3.82
"1980-08-27",0.23,87.53,13.58,32.06,23.11,1.25,3
"1980-08-28",11.23,84.5,13.16,30.69,22.45,1.09,3.82
"1980-08-29",6.34,81.08,13.55,30.92,22.08,0.65,4.69
"1980-08-30",6.98,85.97,16.66,31.38,21.27,0.44,3.08
"1980-08-31",1.53,79.69,19.84,32.12,21.38,0.75,4.35
"1980-09-01",0.01,81.62,18.54,32.84,21.25,0.54,3.91
"1980-09-02",0.18,78.86,17.51,33.5,22.92,0.66,4.19
"1980-09-03",0,76.64,21.6,34.38,23.78,0.59,4.66
"1980-09-04",0,78.74,19.23,33.75,23.02,0.87,4.21
"1980-09-05",1.25,81.7,18.14,34.28,22.48,1.08,3.97
"1980-09-06",6.22,89.69,11.87,30.84,22.69,0.96,2.43
"1980-09-07",17.12,77.2,18.29,33.31,22.44,0.64,4.17
"1980-09-08",0.92,75.48,23.85,33.72,22.47,1.12,5.54
"1980-09-09",0,72.55,23.46,33.91,23.05,1.38,5.25
"1980-09-10",0.08,82.64,19.42,33.06,22.67,1.11,4.18
"1980-09-11",0.19,80.28,21.02,33.47,22.86,1.16,4.72
"1980-09-12",0.03,81.76,16.56,33.62,22.62,0.72,3.73
"1980-09-13",1.5,85.04,17.47,32.34,21.66,0.79,3.53
"1980-09-14",1.74,88.85,15.06,32.28,22.45,0.77,2.95
"1980-09-15",7.3,76.2,22.02,34.12,21.95,0.85,5.05
"1980-09-16",3.68,80.84,20.74,34.09,22.8,1.71,5.09
"1980-09-17",2.72,84.12,9.75,27.88,21.78,1.73,2.53
"1980-09-18",0,81.68,13.08,29.75,20.59,0.97,2.96
"1980-09-19",0,81.49,19.15,33,21.69,1.3,4.31
"1980-09-20",0.26,78.48,22.25,33.59,21.62,0.91,4.37
"1980-09-21",0.03,76.87,22.71,34.41,22.12,1.38,5.1
"1980-09-22",0.46,73.81,22.25,35.09,23.41,1.04,5.07
"1980-09-23",3.98,78.39,15.62,33.22,23.5,0.92,3.83
"1980-09-24",5.41,89.55,11.42,30.78,21.92,1.04,2.34
"1980-09-25",0,83.27,16.03,32.56,22.55,0.75,3.39
"1980-09-26",1,79.12,22.41,33.88,22.41,0.94,4.8
"1980-09-27",5.14,81.1,15.36,33.62,22.88,1.16,3.74
"1980-09-28",0.24,80.94,13.96,31.39,21.91,0.83,3.01
"1980-09-29",2.37,83.01,16.28,33.19,23.56,1.4,3.74
"1980-09-30",9.75,78.91,21.95,34.78,22.67,1.16,4.73
"1980-10-01",0.07,73.59,20.9,35.12,23.98,0.97,5.13
"1980-10-02",1.55,76.98,12.64,33.78,23.47,1.07,3.51
"1980-10-03",7.12,88.37,14.62,31.72,21.23,1.06,2.96
"1980-10-04",1.67,78.39,22.96,33.28,21.88,0.95,5.12
"1980-10-05",0.87,87.36,17,32.53,23.16,0.9,3.68
"1980-10-06",8.16,84.05,16.42,32,22.17,1.14,4.13
"1980-10-07",13.33,85.42,13.05,30.23,21.94,0.57,2.9
"1980-10-08",1.77,81.36,19.59,33,23.14,0.69,3.62
"1980-10-09",1.14,79.83,18.04,34.12,23.22,0.72,4.32
"1980-10-10",7.07,85.13,13.06,30.44,23.8,1.1,2.77
"1980-10-11",10.26,85.82,10.77,29.25,22.7,0.71,2.39
"1980-10-12",1.49,83.83,20.36,32.88,21.8,0.66,3.88
"1980-10-13",0.75,87.42,14.56,31.47,22.48,0.57,2.92
"1980-10-14",5.88,83.35,20.64,33.34,22.56,1.12,4.4
"1980-10-15",0,84.62,12.5,33.41,22.41,0.97,2.97
"1980-10-16",14.24,90.52,10.42,28.28,21.98,0.88,2.23
"1980-10-17",7.14,83.73,19.36,31.98,21.97,1.35,4.57
"1980-10-18",5.48,81.11,21.34,32.31,21.89,1.11,4.06
"1980-10-19",6.02,86.35,15.74,33.16,22.67,0.6,3.23
"1980-10-20",2.17,82.98,20.78,32.69,22.94,1.2,4.49
"1980-10-21",0.78,81.7,19.86,32.97,23.58,0.8,4.34
"1980-10-22",1.85,78.45,19.03,33.5,23.3,0.65,4.36
"1980-10-23",1.98,85.54,10.02,30.06,23.17,0.85,2.38
"1980-10-24",9.91,84.94,16.73,32.19,23.19,1.54,3.87
"1980-10-25",2.01,85.16,12.23,31.16,23.44,0.79,2.53
"1980-10-26",4.93,83.59,13.11,27.05,22.53,0.78,4.07
"1980-10-27",11.44,84.56,16.52,32.12,22.44,0.86,3.44
"1980-10-28",2.17,77.26,19.15,33.47,22.92,0.71,4.26
"1980-10-29",0,75.5,24.07,34.34,22.92,0.86,5.36
"1980-10-30",0,81.62,19.03,34.47,24.28,0.61,3.35
"1980-10-31",3.09,85.94,14.2,32.06,23.77,0.95,2.29
"1980-11-01",7.7,84.99,12.76,30.38,23.44,0.93,2.66
"1980-11-02",2.57,85.18,15.04,30.58,21.92,0.44,2.26
"1980-11-03",12.06,84.85,15.58,33.19,21.48,0.91,3.48
"1980-11-04",0.6,91.05,12.22,32.25,22.91,1.15,2.73
"1980-11-05",3.75,84.13,13.23,31.98,22.91,1.29,3.45
"1980-11-06",3.51,82.55,20.15,32.88,22.25,0.74,3.87
"1980-11-07",4.53,85.04,10.58,31.5,23.45,1.91,2.57
"1980-11-08",6.48,82.1,16.67,32.16,22.64,1.25,3.37
"1980-11-09",0,79.98,23.89,34.12,23.61,1.2,4.8
"1980-11-10",0.25,86.24,13.18,33.56,22.14,1.23,2.98
"1980-11-11",5.36,81.45,17.21,31.58,22.98,1.22,3.97
"1980-11-12",10.95,87.56,11.44,30.31,21.84,1.43,3.28
"1980-11-13",17.59,86.57,17.6,31.67,22.34,0.67,3.46
"1980-11-14",21.86,90.61,10.19,29.55,21.5,1.12,2.27
"1980-11-15",7.32,89.15,15.8,30.56,22.36,1.28,3.4
"1980-11-16",12.34,88.05,13.24,29.89,22.61,1.1,3.03
"1980-11-17",2.27,87.13,13.13,30.14,22.11,2.04,3.24
"1980-11-18",10.39,85.71,14.52,31.34,22.92,1.16,2.8
"1980-11-19",5.36,83.21,16.21,30.77,23.19,1.06,4.39
"1980-11-20",4,92.31,11.64,30.22,22.55,0.6,2.31
"1980-11-21",7.35,85.77,16.46,30.33,22.08,1.15,3.45
"1980-11-22",1.71,79.73,22.15,33.16,22.44,0.71,4.86
"1980-11-23",3.34,79.9,23.24,33.72,22.05,0.77,4.76
"1980-11-24",4.91,79.23,20.07,33.81,22.94,1.11,4.75
"1980-11-25",31.09,92.75,10.6,28.45,22.88,0.55,2.2
"1980-11-26",29.94,88.6,13.02,31.56,22.77,0.67,2.8
"1980-11-27",3.62,86.64,15.11,31.39,22.45,0.85,3.11
"1980-11-28",0.82,81.37,18.21,32.28,22.44,0.53,4
"1980-11-29",0,81.82,19.86,33.5,22.36,0.65,4.8
"1980-11-30",0,80.5,18.48,34.22,23.45,1.05,4.59
"1980-12-01",0.08,81.95,13.39,30.92,23.14,0.7,2.98
"1980-12-02",1.35,80.13,18.15,32.72,22.67,1.35,4.46
"1980-12-03",0.07,79.7,17.3,32.56,24.3,0.87,3.9
"1980-12-04",0.12,90.47,9.32,29.58,22.92,1.33,2.24
"1980-12-05",9.59,86.35,18.31,31.98,22.66,1,3.73
"1980-12-06",3.76,83.39,15.61,31.61,23.14,0.96,3.46
"1980-12-07",1.81,81.27,20.54,33.09,22.97,0.83,4.53
"1980-12-08",0,72.49,21.48,33.75,22.61,0.65,4.81
"1980-12-09",0.1,81.85,21.82,33.47,22.75,0.81,4.52
"1980-12-10",0.52,82.71,19.41,32.41,23.31,1.21,4.18
"1980-12-11",1.63,79.45,20.46,34.03,22.86,0.7,4.56
"1980-12-12",0.05,83.89,18.04,33.75,22.61,0.78,4.11
"1980-12-13",0.87,86.46,13.87,32.06,22.91,1,2.8
"1980-12-14",1.55,86.95,14.89,32.47,23.36,0.52,3.47
"1980-12-15",5.84,88.31,12.54,31.27,22.95,0.92,2.8
"1980-12-16",2.48,84.8,19.17,31.78,22.36,0.98,4.17
"1980-12-17",14.28,89.82,11.68,30.09,22.55,0.78,2.33
"1980-12-18",4,81.09,22.33,32.81,22.72,0.94,4.64
"1980-12-19",0.67,78.72,22.5,33.09,22.92,1.34,5.14
"1980-12-20",0,82.08,12.84,31.56,23.22,1.39,3.22
"1980-12-21",0.5,89.41,9.59,29,22.12,1.09,2.23
"1980-12-22",24.16,95.23,10.4,25.78,22.45,0.79,1.94
"1980-12-23",22.95,87.55,14.78,30.19,22.03,1.04,2.92
"1980-12-24",6.11,89.05,10.94,29.3,22.47,1.57,2.4
"1980-12-25",26.03,89.77,11.77,27.31,22.89,0.7,2.26
"1980-12-26",3.18,86.05,16.38,30.7,22.44,1.62,3.78
"1980-12-27",28.81,88.8,15.57,31.47,22.41,0.62,3.33
"1980-12-28",4.81,89.77,12.26,30.48,22.55,1.25,2.33
"1980-12-29",7.57,85.55,18.42,31.41,21.75,0.93,4.14
"1980-12-30",14.61,86.19,13.33,30.42,22.41,0.74,2.75
"1980-12-31",3.69,82.14,19.25,33.31,21.44,1.25,4.4
"1981-01-01",0.46,83.03,18.06,31.38,22.48,1.44,3.87
"1981-01-02",2.58,80.17,17.73,31.89,23.16,1.56,4.29
"1981-01-03",0.42,84.11,11.94,30.81,23.28,0.92,2.37
"1981-01-04",5.72,87.16,16.77,31.33,22.31,1.27,3.51
"1981-01-05",0.76,91.09,16.76,30.81,23.27,0.57,3.78
"1981-01-06",2.48,91.73,10.06,28.78,22.08,1,2.17
"1981-01-07",9.4,86.96,15.62,31.27,22.38,0.84,3.42
"1981-01-08",5.04,91.59,10.42,28.5,21.91,0.36,2.32
"1981-01-09",5.57,90.63,13.72,30.08,22.12,0.56,2.74
"1981-01-10",7.74,88.2,16.03,31.56,21.95,0.9,3.2
"1981-01-11",9.31,90.91,13.3,28.7,21.83,0.62,2.52
"1981-01-12",10.43,94.91,12.49,29.84,22.52,0.52,2.26
"1981-01-13",7.32,91.25,11.71,29.7,22.72,0.78,2.38
"1981-01-14",7.29,84.32,15.97,31.31,22.86,0.74,3.36
"1981-01-15",49.72,92.36,9.71,27.58,22.81,1.06,2.07
"1981-01-16",7.52,86.64,15.34,31.23,21.95,1.16,3.24
"1981-01-17",0.37,87.84,14.82,30.83,22.58,0.92,3.27
"1981-01-18",0,91.63,11.27,28.97,22.58,0.85,2.2
"1981-01-19",13.93,89.26,13.67,29.05,21.69,1.29,3.03
"1981-01-20",2.95,90.27,10.43,28.67,22.39,1.35,2.39
"1981-01-21",20.23,89.9,14.32,30.03,22.53,1.09,2.54
"1981-01-22",1.49,90.88,11.54,29.89,22.3,1.03,2.48
"1981-01-23",26.58,94.61,9.78,25.89,22.06,0.5,2.02
